vp,block,trial,type,row,rel,eva,primcol,tarcol,prime,target,response,rt,NA
26,2,31,test,17,eval,pos,b_pos_2,a_pos_1,SPANNEND,FRIEDLICH,positiv,0.6660552142008815,NA
26,2,32,test,12,un,neg,a_pos_2,b_neg_1,KONTAKTFREUDIG,FAD,negativ,0.7514662996905414,NA
26,2,33,test,27,un,neg,a_pos_1,b_neg_1,LEBHAFT,WANKELMÜTIG,negativ,1.246066866196627,NA
26,2,34,test,1,syn,neg,a_neg_2,a_neg_1,UNPOPULÄR,UNBELIEBT,negativ,0.8179490103662014,NA
26,2,35,test,26,ant,neg,b_pos_1,b_neg_2,KOMISCH,UNWITZIG,negativ,0.6908534753505846,NA
26,2,36,test,25,un,pos,b_neg_1,a_pos_2,UNGERECHT,SINNLICH,negativ,0.9001875334102415,NA
26,2,37,test,12,eval,pos,a_pos_2,b_pos_1,KONTAKTFREUDIG,LECKER,negativ,0.8332926809846655,NA
26,2,38,test,18,syn,pos,b_pos_2,b_pos_1,SCHLAU,KLUG,positiv,0.764720286344432,NA
26,2,39,test,9,ant,neg,b_pos_1,b_neg_2,ELEGANT,UNFEIN,negativ,1.1448140883132278,NA
26,2,40,test,14,syn,pos,a_pos_1,a_pos_2,UNKOMPLIZIERT,ANGENEHM,positiv,0.6627045558415063,NA
26,2,41,test,15,syn,neg,b_neg_2,b_neg_1,LANGWEILIG,ÖDE,negativ,0.4665625861421778,NA
26,2,42,test,6,eval,neg,b_neg_1,a_neg_1,UNWISSEND,PESSIMISTISCH,positiv,0.787745095116145,NA
26,2,43,test,10,eval,neg,a_neg_1,b_neg_1,WECHSELHAFT,GEIZIG,negativ,0.5861680974422936,NA
26,2,44,test,8,un,pos,b_neg_2,a_pos_1,ZERSTÖRT,RUHIG,positiv,0.6304273474781036,NA
26,2,45,test,5,syn,pos,a_pos_2,a_pos_1,ZUFRIEDEN,FROH,positiv,0.5649084309300836,NA
26,2,46,test,3,ant,neg,a_pos_2,a_neg_2,BEGEISTERT,MÄKELIG,positiv,0.8265934826191463,NA
26,2,47,test,0,eval,pos,a_pos_1,b_pos_2,GUT,EINTRÄCHTIG,negativ,0.9040288203441019,NA
26,2,48,test,2,syn,pos,a_pos_1,a_pos_2,SCHLANK,FIT,positiv,0.6114364816101201,NA
26,2,49,test,24,ant,pos,b_neg_1,b_pos_1,BILLIG,WERTVOLL,positiv,0.7057171654709244,NA
26,2,50,test,23,eval,pos,a_pos_2,b_pos_1,SENSIBEL,BEGNADET,positiv,0.4033669052157821,NA
26,2,51,test,13,un,pos,a_neg_1,b_pos_2,UNFREUNDLICH,KULTIVIERT,positiv,0.8075305962768566,NA
26,2,52,test,7,ant,pos,a_neg_2,a_pos_1,TEILNAHMSLOS,MOTIVIERT,positiv,0.6510999226638975,NA
26,2,53,test,4,ant,neg,a_pos_2,a_neg_1,AUSGELASSEN,FREUDLOS,positiv,0.8851019163831467,NA
26,2,54,test,19,syn,neg,a_neg_1,a_neg_2,GETRENNT,GESCHIEDEN,negativ,1.2578121133869036,NA
26,2,55,test,11,syn,neg,a_neg_1,a_neg_2,LAUNISCH,GEREIZT,negativ,0.6319435676724774,NA
26,2,56,test,22,syn,neg,b_neg_2,b_neg_1,SCHLUDRIG,NACHLÄSSIG,positiv,0.5501868463924682,NA
26,2,57,test,20,ant,neg,b_pos_2,b_neg_1,REIN,SCHMUTZIG,negativ,0.8224323087969829,NA
26,2,58,test,16,un,neg,b_pos_2,a_neg_1,ORIGINELL,UNHÖFLICH,negativ,0.5655322575659567,NA
26,2,59,test,21,eval,neg,b_neg_2,a_neg_2,DÄMLICH,DISTANZIERT,positiv,0.7127479057135937,NA
26,2,60,test,17,un,neg,a_pos_1,b_neg_1,FRIEDLICH,EINTÖNIG,positiv,0.6430890107385382,NA
26,3,1,warm,2,un,neg,a_pos_1,b_neg_1,SONNIG,IDEENLOS,negativ,0.8994231394218369,NA
26,3,2,warm,1,ant,neg,b_pos_1,b_neg_1,LOCKER,ZWANGHAFT,negativ,0.38021732740371667,NA
26,3,3,warm,3,syn,pos,b_pos_2,b_pos_1,RESPEKTABEL,ANSTÄNDIG,positiv,0.6349556585543105,NA
26,3,4,warm,0,eval,pos,a_pos_1,b_pos_1,PERFEKT,OFFEN,positiv,0.538580718654959,NA
26,3,5,test,24,un,neg,b_pos_2,a_neg_2,EDEL,STRENG,positiv,0.4238903718327479,NA
26,3,6,test,12,syn,neg,a_neg_2,a_neg_1,SCHEU,SCHÜCHTERN,negativ,1.1830001264942407,NA
26,3,7,test,20,syn,neg,b_neg_1,b_neg_2,SCHMUTZIG,DRECKIG,negativ,0.6312653358140252,NA
26,3,8,test,11,un,pos,b_neg_1,a_pos_1,HÄSSLICH,GELASSEN,positiv,0.7274824851697401,NA
26,3,9,test,17,eval,neg,b_neg_2,a_neg_1,MONOTON,AGGRESSIV,negativ,0.6720226717623154,NA
26,3,10,test,13,ant,pos,a_neg_1,a_pos_1,UNFREUNDLICH,LIEB,positiv,0.5264783570734063,NA
26,3,11,test,16,eval,neg,b_neg_2,a_neg_2,EINFALLSLOS,TAKTLOS,positiv,0.6574566552839668,NA
26,3,12,test,27,syn,pos,a_pos_2,a_pos_1,QUIRLIG,LEBHAFT,positiv,0.6545395946392352,NA
26,3,13,test,21,un,neg,b_pos_1,a_neg_1,INTELLIGENT,FREMD,positiv,0.6318476061602767,NA
26,3,14,test,4,syn,pos,a_pos_2,a_pos_1,AUSGELASSEN,UNBESCHWERT,negativ,1.034092179437891,NA
26,3,15,test,19,syn,pos,a_pos_1,a_pos_2,ZUSAMMEN,GEMEINSAM,positiv,0.6134380003612397,NA
26,3,16,test,25,ant,neg,b_pos_1,b_neg_2,UNVOREINGENOMMEN,PARTEIISCH,negativ,0.9289749211758765,NA
26,3,17,test,15,ant,neg,a_pos_1,a_neg_2,EINFÜHLSAM,UNSENSIBEL,negativ,0.840392393120666,NA
26,3,18,test,23,ant,neg,b_pos_1,b_neg_2,BEGNADET,UNFÄHIG,negativ,1.06261087949338,NA
26,3,19,test,1,eval,pos,a_pos_1,b_pos_1,GESCHÄTZT,FREI,negativ,0.6444062147563381,NA
26,3,20,test,10,un,neg,b_pos_2,a_neg_1,SPENDABEL,WECHSELHAFT,negativ,0.9187266457980756,NA
26,3,21,test,5,eval,pos,a_pos_2,b_pos_2,ZUFRIEDEN,PRÄZISE,positiv,0.6352257071284837,NA
26,3,22,test,14,un,pos,a_neg_1,b_pos_2,LÄSTIG,BEDACHT,positiv,0.44403534554870394,NA
26,3,23,test,3,eval,pos,a_pos_2,b_pos_2,BEGEISTERT,GENÜGSAM,positiv,1.745272300182325,NA
26,3,24,test,22,ant,neg,a_pos_2,a_neg_2,SANFT,RUPPIG,negativ,0.7057749933987014,NA
26,3,25,test,8,syn,pos,b_pos_2,b_pos_1,GANZ,VOLLSTÄNDIG,positiv,1.332337151305667,NA
26,3,26,test,0,ant,pos,a_neg_1,a_pos_2,SCHLECHT,POSITIV,negativ,0.6546679381916498,NA
26,3,27,test,7,un,pos,b_neg_2,a_pos_2,TÜCKISCH,TATKRÄFTIG,positiv,0.98388238688228,NA
26,3,28,test,6,un,pos,a_neg_1,b_pos_2,PESSIMISTISCH,BELESEN,positiv,0.9995118417989962,NA
26,3,29,test,18,un,neg,a_pos_1,b_neg_2,WARMHERZIG,DOOF,negativ,0.5273015045589282,NA
26,3,30,test,2,eval,pos,a_pos_1,b_pos_2,SCHLANK,DISKRET,positiv,0.8697715747167934,NA
26,3,31,test,9,eval,neg,a_neg_1,b_neg_1,ÄNGSTLICH,STILLOS,positiv,1.5767526866446844,NA
26,3,32,test,26,syn,neg,a_neg_1,a_neg_2,NEIDISCH,MISSGÜNSTIG,negativ,1.020799931459965,NA
26,3,33,test,23,ant,pos,a_neg_1,a_pos_1,GEFÜHLLOS,FEINFÜHLIG,positiv,0.8547417535167242,NA
26,3,34,test,20,ant,pos,a_neg_1,a_pos_1,VERSTOßEN,AUFGENOMMEN,negativ,0.6864760646713548,NA
26,3,35,test,3,syn,neg,b_neg_1,b_neg_2,GIERIG,VERSCHWENDERISCH,negativ,0.6287078286290834,NA
26,3,36,test,19,ant,neg,a_pos_1,a_neg_1,ZUSAMMEN,GETRENNT,positiv,1.2743751817897644,NA
26,3,37,test,15,eval,pos,b_pos_1,a_pos_2,ABWECHSLUNGSREICH,EMPATHISCH,positiv,0.5090270873417708,NA
26,3,38,test,6,un,neg,a_pos_2,b_neg_1,ZUVERSICHTLICH,UNWISSEND,negativ,1.2386350137825535,NA
26,3,39,test,22,syn,pos,a_pos_1,a_pos_2,ZÄRTLICH,SANFT,positiv,0.5634529504420184,NA
26,3,40,test,21,eval,pos,b_pos_1,a_pos_1,INTELLIGENT,VERTRAUT,positiv,0.6686893632897235,NA
26,3,41,test,25,ant,pos,a_neg_1,a_pos_1,PRÜDE,LEIDENSCHAFTLICH,positiv,0.4466682424679579,NA
26,3,42,test,9,eval,pos,b_pos_2,a_pos_1,ANMUTIG,MUTIG,positiv,0.5859057204752988,NA
26,3,43,test,16,un,pos,b_neg_1,a_pos_1,FANTASIELOS,ZUVORKOMMEND,positiv,0.7936616943837819,NA
26,3,44,test,24,syn,pos,a_pos_2,a_pos_1,ZART,WEICH,positiv,0.8078763628727442,NA
26,3,45,test,18,un,pos,b_neg_2,a_pos_2,DOOF,GÜTIG,positiv,0.914820625106309,NA
26,3,46,test,27,eval,neg,b_neg_2,a_neg_1,SPRUNGHAFT,TRÄGE,negativ,0.7527923332629932,NA
26,3,47,test,10,syn,pos,a_pos_1,a_pos_2,BESTÄNDIG,STABIL,positiv,0.8552589132857127,NA
26,3,48,test,26,ant,pos,a_neg_1,a_pos_2,NEIDISCH,GÖNNEND,positiv,0.661426480465913,NA
26,3,49,test,11,un,neg,a_pos_1,b_neg_2,GELASSEN,UNATTRAKTIV,negativ,0.8361126964036406,NA
26,3,50,test,14,syn,neg,b_neg_2,b_neg_1,TÖRICHT,UNVERNÜNFTIG,positiv,0.8395273291446841,NA
26,3,51,test,8,ant,neg,a_pos_2,a_neg_1,ENTSPANNT,AUFGEWÜHLT,positiv,1.1022318794339518,NA
26,3,52,test,5,ant,neg,a_pos_1,a_neg_1,FROH,UNGLÜCKLICH,negativ,0.9283536198744538,NA
26,3,53,test,12,ant,pos,b_neg_2,b_pos_2,GESCHMACKLOS,KÖSTLICH,positiv,0.6053161207215847,NA
26,3,54,test,17,un,pos,a_neg_1,b_pos_1,AGGRESSIV,INTERESSANT,positiv,0.6664355498476371,NA
26,3,55,test,7,un,neg,b_pos_2,a_neg_1,LOYAL,UNBETEILIGT,negativ,0.8932310101334828,NA
26,3,56,test,0,eval,neg,b_neg_1,a_neg_1,STREITSUCHEND,SCHLECHT,negativ,0.8737246766195342,NA
26,3,57,test,13,syn,neg,b_neg_2,b_neg_1,ORDINÄR,PRIMITIV,negativ,1.8791786772017365,NA
26,3,58,test,2,eval,neg,b_neg_2,a_neg_1,DISTANZLOS,DICK,positiv,1.21505284213571,NA
26,3,59,test,4,syn,neg,b_neg_1,b_neg_2,KORRUPT,KÄUFLICH,negativ,1.2203465184772984,NA
26,3,60,test,1,eval,neg,b_neg_1,a_neg_2,GEFANGEN,UNPOPULÄR,negativ,0.8289661491314103,NA
26,4,1,warm,0,eval,neg,b_neg_1,a_neg_1,SPIEßIG,UNGENÜGEND,positiv,1.163166409976199,NA
26,4,2,warm,4,syn,pos,b_pos_1,b_pos_2,SICHER,BESCHÜTZT,negativ,0.6674642324904145,NA
26,4,3,warm,3,un,neg,b_pos_2,a_neg_2,RESPEKTABEL,MATT,negativ,0.7089634039484625,NA
26,4,4,warm,7,ant,pos,a_neg_1,a_pos_2,ERBARMUNGSLOS,MENSCHLICH,negativ,0.5685548145652671,NA
26,4,5,test,17,ant,pos,b_neg_1,b_pos_2,EINTÖNIG,SPANNEND,positiv,0.5088453073986902,NA
26,4,6,test,4,un,neg,b_pos_1,a_neg_2,UNBESTECHLICH,BEDRÜCKT,positiv,0.6948296469316944,NA
26,4,7,test,13,eval,pos,a_pos_1,b_pos_1,LIEB,NIVEAUVOLL,positiv,0.9963549238577076,NA
26,4,8,test,22,ant,pos,a_neg_2,a_pos_1,RUPPIG,ZÄRTLICH,negativ,0.5426039361832182,NA
26,4,9,test,0,un,pos,b_neg_2,a_pos_1,ZICKIG,GUT,positiv,0.22252311356480892,NA
26,4,10,test,14,ant,neg,b_pos_1,b_neg_2,WEISE,TÖRICHT,negativ,0.5796515503370198,NA
26,4,11,test,1,ant,pos,a_neg_1,a_pos_1,UNBELIEBT,GESCHÄTZT,positiv,0.48871390017965083,NA
26,4,12,test,24,un,pos,b_neg_2,a_pos_2,SCHÄBIG,ZART,positiv,0.37723306508579446,NA
26,4,13,test,11,ant,pos,a_neg_1,a_pos_2,LAUNISCH,AUSGEGLICHEN,positiv,1.1205453943194759,NA
26,4,14,test,25,syn,pos,b_pos_1,b_pos_2,UNVOREINGENOMMEN,FAIR,positiv,0.452153300876347,NA
26,4,15,test,5,ant,pos,b_neg_2,b_pos_1,SCHLAMPIG,GENAU,positiv,0.41747959493298314,NA
26,4,16,test,27,syn,neg,b_neg_1,b_neg_2,WANKELMÜTIG,SPRUNGHAFT,negativ,1.0925113722945277,NA
26,4,17,test,20,syn,pos,b_pos_1,b_pos_2,SAUBER,REIN,positiv,0.38726048264125584,NA
26,4,18,test,12,ant,neg,a_pos_2,a_neg_2,KONTAKTFREUDIG,SCHEU,positiv,0.6575698777657851,NA
26,4,19,test,19,ant,pos,b_neg_1,b_pos_2,DUNKEL,STRAHLEND,positiv,0.38228849028147793,NA
26,4,20,test,3,un,pos,b_neg_2,a_pos_1,VERSCHWENDERISCH,ENTHUSIASTISCH,positiv,0.7238822505579675,NA
26,4,21,test,10,ant,neg,b_pos_1,b_neg_2,FREIGIEBIG,KNAUSERIG,negativ,0.8791767661043416,NA
26,4,22,test,15,syn,pos,a_pos_2,a_pos_1,EMPATHISCH,EINFÜHLSAM,positiv,0.4242775997885657,NA
26,4,23,test,26,un,neg,a_pos_1,b_neg_1,WOHLWOLLEND,UNLUSTIG,negativ,0.48391150874697186,NA
26,4,24,test,6,eval,pos,b_pos_2,a_pos_2,BELESEN,ZUVERSICHTLICH,negativ,1.1149686227463462,NA
26,4,25,test,7,syn,pos,b_pos_2,b_pos_1,LOYAL,TREU,positiv,0.7179528889703406,NA
26,4,26,test,21,syn,neg,b_neg_1,b_neg_2,BLÖD,DÄMLICH,negativ,0.5797074479475451,NA
26,4,27,test,9,un,pos,a_neg_1,b_pos_2,ÄNGSTLICH,ANMUTIG,positiv,0.44570514810529116,NA
26,4,28,test,16,eval,pos,a_pos_1,b_pos_1,ZUVORKOMMEND,KREATIV,positiv,0.6510768774424918,NA
26,4,29,test,18,ant,neg,a_pos_1,a_neg_1,WARMHERZIG,KALT,negativ,0.4013887165896719,NA
26,4,30,test,8,eval,pos,a_pos_1,b_pos_2,RUHIG,GANZ,positiv,0.49863535339128917,NA
26,4,31,test,23,eval,neg,b_neg_2,a_neg_2,UNFÄHIG,ABGESTUMPFT,negativ,0.8525012202848451,NA
26,4,32,test,2,syn,neg,b_neg_2,b_neg_1,DISTANZLOS,AUFDRINGLICH,negativ,0.7653524375209562,NA
26,4,33,test,14,eval,pos,a_pos_1,b_pos_1,UNKOMPLIZIERT,WEISE,positiv,0.609411440155169,NA
26,4,34,test,24,syn,neg,b_neg_2,b_neg_1,SCHÄBIG,BILLIG,negativ,0.7654581031864189,NA
26,4,35,test,0,syn,neg,b_neg_2,b_neg_1,ZICKIG,STREITSUCHEND,negativ,0.7317079720718036,NA
26,4,36,test,26,un,pos,b_neg_1,a_pos_1,UNLUSTIG,WOHLWOLLEND,positiv,0.6463444994228673,NA
26,4,37,test,6,ant,neg,a_pos_1,a_neg_2,OPTIMISTISCH,HOFFNUNGSLOS,negativ,0.7669539832442571,NA
26,4,38,test,17,syn,neg,b_neg_1,b_neg_2,EINTÖNIG,MONOTON,positiv,0.3846169024208883,NA
26,4,39,test,8,un,neg,a_pos_2,b_neg_2,ENTSPANNT,ZERSTÖRT,positiv,0.6468618647349291,NA
26,4,40,test,19,eval,neg,a_neg_1,b_neg_2,GETRENNT,FINSTER,negativ,1.0261088609744158,NA
26,4,41,test,5,eval,neg,b_neg_1,a_neg_2,UNORDENTLICH,TRAURIG,negativ,0.6397578254522683,NA
26,4,42,test,2,un,pos,a_neg_2,b_pos_1,FETT,TAKTVOLL,negativ,0.3389868110114466,NA
26,4,43,test,13,un,neg,b_pos_2,a_neg_2,KULTIVIERT,GEMEIN,negativ,0.8580530390660979,NA
26,4,44,test,15,eval,neg,a_neg_2,b_neg_2,UNSENSIBEL,LANGWEILIG,negativ,0.5711695782410494,NA
26,4,45,test,23,syn,pos,a_pos_1,a_pos_2,FEINFÜHLIG,SENSIBEL,negativ,0.7463876984566182,NA
26,4,46,test,10,eval,pos,b_pos_1,a_pos_1,FREIGIEBIG,BESTÄNDIG,positiv,1.074923666211889,NA
26,4,47,test,16,ant,neg,b_pos_1,b_neg_1,KREATIV,FANTASIELOS,negativ,0.810778126360235,NA
26,4,48,test,4,ant,pos,b_neg_2,b_pos_2,KÄUFLICH,EHRENVOLL,positiv,0.7348451545828839,NA
26,4,49,test,3,un,neg,a_pos_1,b_neg_1,ENTHUSIASTISCH,GIERIG,negativ,0.5138692937255969,NA
26,4,50,test,7,ant,neg,a_pos_2,a_neg_2,TATKRÄFTIG,TEILNAHMSLOS,positiv,0.9114964950597064,NA
26,4,51,test,12,syn,pos,a_pos_1,a_pos_2,GESELLIG,KONTAKTFREUDIG,positiv,0.7461616347217068,NA
26,4,52,test,27,un,pos,b_neg_2,a_pos_2,SPRUNGHAFT,QUIRLIG,positiv,0.6070039716177998,NA
26,4,53,test,11,eval,neg,a_neg_2,b_neg_1,GEREIZT,HÄSSLICH,negativ,0.897221465240956,NA
26,4,54,test,1,un,neg,a_pos_2,b_neg_1,ANGESEHEN,GEFANGEN,negativ,1.5998118203481573,NA
26,4,55,test,25,eval,neg,a_neg_1,b_neg_1,PRÜDE,UNGERECHT,negativ,0.8838419431609218,NA
26,4,56,test,18,eval,pos,b_pos_2,a_pos_1,SCHLAU,WARMHERZIG,positiv,0.7289725503353011,NA
26,4,57,test,9,syn,neg,a_neg_2,a_neg_1,FEIGE,ÄNGSTLICH,negativ,0.6749271160740709,NA
26,4,58,test,21,syn,pos,b_pos_2,b_pos_1,GESCHEIT,INTELLIGENT,positiv,0.4981578694060966,NA
26,4,59,test,22,eval,neg,a_neg_1,b_neg_2,GROB,SCHLUDRIG,negativ,0.6313698044687335,NA
26,4,60,test,20,un,neg,b_pos_2,a_neg_2,REIN,AUSGEGRENZT,negativ,0.9289975348865035,NA
25,0,1,prac,5,un,neg,b_pos_1,a_neg_1,GENIAL,KOMPLIZIERT,-1,2.960630454104294,NA
25,0,2,prac,1,eval,neg,b_neg_2,a_neg_1,PEDANTISCH,ABSTOßEND,positiv,1.1997006013796687,NA
25,0,3,prac,6,un,pos,b_neg_2,a_pos_2,SELBSTSÜCHTIG,ECHT,-1,2.97723858303596,NA
25,0,4,prac,0,eval,pos,b_pos_1,a_pos_1,OFFEN,PERFEKT,-1,2.970105222272446,NA
25,0,5,prac,2,un,pos,b_neg_2,a_pos_2,PHANTASIELOS,HEITER,positiv,0.9824108642966701,NA
25,0,6,prac,3,syn,pos,b_pos_2,b_pos_1,RESPEKTABEL,ANSTÄNDIG,negativ,1.7333115550065443,NA
25,0,7,prac,7,ant,pos,a_neg_2,a_pos_1,UNERBITTLICH,HUMAN,-1,2.868188534206704,NA
25,0,8,prac,4,ant,neg,b_pos_2,b_neg_1,BESCHÜTZT,GEFÄHRLICH,negativ,1.0422556800313092,NA
25,0,9,prac,1,syn,pos,b_pos_2,b_pos_1,LÄSSIG,LOCKER,positiv,0.4765259706769811,NA
25,0,10,prac,5,ant,pos,b_neg_2,b_pos_1,IDIOTISCH,GENIAL,positiv,0.6005922670232532,NA
25,0,11,prac,2,syn,neg,b_neg_2,b_neg_1,PHANTASIELOS,IDEENLOS,negativ,1.2107312558766334,NA
25,0,12,prac,6,eval,neg,a_neg_2,b_neg_1,UNEHRLICH,EGOISTISCH,negativ,1.494925450212944,NA
25,0,13,prac,7,un,neg,b_pos_1,a_neg_1,GESCHICKT,ERBARMUNGSLOS,negativ,1.1588063726006894,NA
25,0,14,prac,4,eval,pos,b_pos_2,a_pos_2,BESCHÜTZT,BODENSTÄNDIG,positiv,0.7960059574741505,NA
25,0,15,prac,0,syn,neg,b_neg_1,b_neg_2,SPIEßIG,BIEDER,positiv,1.649443280288553,NA
25,0,16,prac,3,ant,neg,b_pos_2,b_neg_1,RESPEKTABEL,KRIMINELL,negativ,0.6773002870825807,NA
25,0,17,prac,7,syn,neg,b_neg_2,b_neg_1,STÜMPERHAFT,TOLLPATSCHIG,negativ,0.9383000498522751,NA
25,0,18,prac,1,un,neg,a_pos_2,b_neg_2,BEZAUBERND,PEDANTISCH,negativ,2.4725191535450914,NA
25,0,19,prac,2,eval,neg,a_neg_2,b_neg_2,NASS,PHANTASIELOS,negativ,1.2536878373797897,NA
25,0,20,prac,6,syn,pos,a_pos_2,a_pos_1,ECHT,AUTHENTISCH,negativ,0.8896229392530326,NA
25,0,21,prac,0,un,neg,b_pos_2,a_neg_1,AUFGESCHLOSSEN,UNGENÜGEND,positiv,0.6912232544609276,NA
25,0,22,prac,5,un,pos,a_neg_2,b_pos_2,UMSTÄNDLICH,BRILLIANT,negativ,0.7587586568607589,NA
25,0,23,prac,4,syn,pos,a_pos_2,a_pos_1,BODENSTÄNDIG,NATÜRLICH,positiv,0.9050747432611399,NA
25,0,24,prac,3,eval,neg,a_neg_1,b_neg_2,SCHLAPP,ILLEGAL,positiv,0.9279746255201957,NA
25,0,25,prac,2,eval,pos,b_pos_1,a_pos_1,INNOVATIV,SONNIG,positiv,0.564642116333912,NA
25,0,26,prac,3,eval,pos,a_pos_2,b_pos_2,MUNTER,RESPEKTABEL,positiv,0.8299936130951556,NA
25,0,27,prac,6,ant,neg,a_pos_2,a_neg_1,ECHT,VERLOGEN,negativ,0.4135861317785773,NA
25,0,28,prac,4,syn,neg,a_neg_1,a_neg_2,ÜBERTRIEBEN,AFFEKTIERT,negativ,0.8053978717805782,NA
25,0,29,prac,1,ant,pos,a_neg_2,a_pos_2,WIDERLICH,BEZAUBERND,positiv,0.6264805632358568,NA
25,0,30,prac,5,ant,neg,a_pos_1,a_neg_2,PRAGMATISCH,UMSTÄNDLICH,positiv,0.8562992608336353,NA
25,0,31,prac,0,ant,pos,b_neg_1,b_pos_1,SPIEßIG,OFFEN,positiv,0.23857055724689552,NA
25,0,32,prac,7,un,pos,b_neg_1,a_pos_2,TOLLPATSCHIG,MENSCHLICH,positiv,0.5567715147947746,NA
25,1,1,warm,4,un,neg,a_pos_2,b_neg_2,BODENSTÄNDIG,RISKANT,negativ,0.6564818963702749,NA
25,1,2,warm,5,eval,neg,a_neg_1,b_neg_1,KOMPLIZIERT,PLUMP,negativ,0.6885483698828174,NA
25,1,3,warm,6,ant,pos,b_neg_2,b_pos_2,SELBSTSÜCHTIG,GEMEINSCHAFTLICH,positiv,0.49332826755201087,NA
25,1,4,warm,0,syn,pos,b_pos_1,b_pos_2,OFFEN,AUFGESCHLOSSEN,positiv,1.4458889882142447,NA
25,1,5,test,0,un,pos,b_neg_2,a_pos_2,ZICKIG,POSITIV,positiv,0.8016747990876079,NA
25,1,6,test,6,ant,pos,b_neg_1,b_pos_2,UNWISSEND,BELESEN,negativ,0.8701820814810024,NA
25,1,7,test,16,un,neg,a_pos_1,b_neg_2,ZUVORKOMMEND,EINFALLSLOS,positiv,0.572872215181423,NA
25,1,8,test,7,syn,neg,b_neg_1,b_neg_2,BETRÜGERISCH,TÜCKISCH,negativ,0.644914941933213,NA
25,1,9,test,4,un,pos,a_neg_1,b_pos_1,FREUDLOS,UNBESTECHLICH,positiv,2.6380145818583705,NA
25,1,10,test,26,syn,pos,b_pos_2,b_pos_1,SPAßIG,KOMISCH,negativ,1.211821070650077,NA
25,1,11,test,11,syn,pos,b_pos_2,b_pos_1,HÜBSCH,SCHÖN,positiv,0.45040030753732646,NA
25,1,12,test,20,syn,pos,a_pos_2,a_pos_1,INTEGRIERT,AUFGENOMMEN,positiv,0.5712745191795927,NA
25,1,13,test,23,eval,pos,a_pos_1,b_pos_2,FEINFÜHLIG,TALENTIERT,positiv,0.7771294335791434,NA
25,1,14,test,27,un,neg,a_pos_2,b_neg_2,QUIRLIG,SPRUNGHAFT,negativ,1.7054477078935013,NA
25,1,15,test,14,un,neg,a_pos_1,b_neg_2,UNKOMPLIZIERT,TÖRICHT,positiv,0.9955689075189479,NA
25,1,16,test,15,un,neg,a_pos_1,b_neg_1,EINFÜHLSAM,ÖDE,negativ,0.7123438821432443,NA
25,1,17,test,18,ant,neg,a_pos_1,a_neg_2,WARMHERZIG,UNBARMHERZIG,negativ,0.5923877724862225,NA
25,1,18,test,2,eval,pos,a_pos_1,b_pos_1,SCHLANK,TAKTVOLL,positiv,0.6604848155921972,NA
25,1,19,test,3,ant,neg,b_pos_2,b_neg_1,GENÜGSAM,GIERIG,negativ,0.9536802277333096,NA
25,1,20,test,17,eval,neg,a_neg_2,b_neg_2,ANGRIFFSLUSTIG,MONOTON,negativ,0.7707631915014781,NA
25,1,21,test,19,syn,pos,b_pos_2,b_pos_1,STRAHLEND,HELL,positiv,0.45956526213006454,NA
25,1,22,test,9,eval,pos,b_pos_2,a_pos_1,ANMUTIG,MUTIG,positiv,0.9081193540893794,NA
25,1,23,test,22,un,pos,a_neg_1,b_pos_2,GROB,SORGFÄLTIG,positiv,0.8588059217822963,NA
25,1,24,test,10,syn,neg,b_neg_1,b_neg_2,GEIZIG,KNAUSERIG,negativ,0.6877243049016865,NA
25,1,25,test,21,ant,neg,a_pos_2,a_neg_2,NAH,DISTANZIERT,negativ,0.5930260494785071,NA
25,1,26,test,13,syn,neg,a_neg_2,a_neg_1,GEMEIN,UNFREUNDLICH,negativ,1.5232047702397336,NA
25,1,27,test,8,eval,neg,b_neg_1,a_neg_2,KAPUTT,NERVÖS,negativ,0.6562698791001114,NA
25,1,28,test,1,ant,pos,a_neg_2,a_pos_1,UNPOPULÄR,GESCHÄTZT,negativ,0.5363389408289104,NA
25,1,29,test,5,un,neg,a_pos_2,b_neg_2,ZUFRIEDEN,SCHLAMPIG,negativ,0.7350944362302734,NA
25,1,30,test,25,un,pos,b_neg_2,a_pos_1,PARTEIISCH,LEIDENSCHAFTLICH,positiv,0.6813599702964264,NA
25,1,31,test,24,eval,neg,a_neg_1,b_neg_2,HART,SCHÄBIG,negativ,0.5717323135607142,NA
25,1,32,test,12,eval,neg,a_neg_2,b_neg_1,SCHEU,FAD,negativ,0.7442043347305836,NA
25,1,33,test,23,syn,neg,b_neg_2,b_neg_1,UNFÄHIG,UNBEGABT,negativ,0.832017751696507,NA
25,1,34,test,5,ant,pos,b_neg_1,b_pos_2,UNORDENTLICH,PRÄZISE,positiv,0.718710101514467,NA
25,1,35,test,25,syn,neg,a_neg_2,a_neg_1,VERKLEMMT,PRÜDE,negativ,0.7305423616388177,NA
25,1,36,test,18,syn,pos,b_pos_1,b_pos_2,KLUG,SCHLAU,positiv,0.2535168545952236,NA
25,1,37,test,16,ant,pos,b_neg_2,b_pos_2,EINFALLSLOS,ORIGINELL,negativ,0.6573087673287693,NA
25,1,38,test,11,eval,neg,a_neg_1,b_neg_2,LAUNISCH,UNATTRAKTIV,negativ,0.5763284850874053,NA
25,1,39,test,26,syn,neg,a_neg_1,a_neg_2,NEIDISCH,MISSGÜNSTIG,negativ,0.7816762446023154,NA
